Text,identity_hate
Read what u just had me type be4 asking again. These are the notes i post with recordings yall look stupid  oh yeh that guy called me a fag i may have a spot on our local news,1
Placed an order on a website and nigga received my package the website is a fraud and they offer PayPal as a paying method,1
I am extremely mad at Paypal who sided with a damn Chink crook,1
FUCK YOUR SELF  SOME CUNT JUST GHOSTED ME  FUCK HER.,1
You fcking cunt faggot dick eating LOYALTY_CARDS are starving my children you price cboice bitches,1
Indian Cunt (or computer),1
Ys faggot they are open,1
Hi. How do I get rid of the puss slut fag name on my account. Somebody set that up for me as a joke and I didn‚àö¬¢¬¨‚Ä†¬¨?¥t realize it u til somebody pointed it out to me,1
Fuck you im fucking done with paypal this wasn‚àö¬¢¬¨‚Ä†¬¨?¥t approved she fucking pushed send and since she didn‚àö¬¢¬¨‚Ä†¬¨?¥t get the money right away she left and didn‚àö¬¢¬¨‚Ä†¬¨?¥t do what she was supposed to do and now ya faggots released the money to her fuck you !!!!   I have her on camera saying it‚àö¬¢¬¨‚Ä†¬¨?¥sok just cancel it . You get you money back and of course I‚àö¬¢¬¨‚Ä†¬¨?¥m not,1
Why do I owe you cunts money because someone tried to send me money and got refunded,1
Why the fuck do I owe you cunts $3.55,1
I want my fucking money you thieving cunts it was delivered yesterday but my money is still on hold YOU DO THIS EVERY FUCKING TIME GOVE ME MY FUCKJ G MONEY YOU CUNTS,1
Just close my PayPal account I've sent my draft to the local papers you are scammers and I won't be using your services ever again you just lost a loyal customer you fucking scamming cunts scamming people for their money in a time like this what a fucking joke actually go fuck yourself PayPal....worst fucking company EVER ... Close my account and delete all my details you have in your system and then go fuck yourself...scamming cunts,1
PayPal are cunts,1
You?re a cunt I ducking hate you give me my fucking money you Fucking g ugly cunt,1
So I got the payment released tried to transfer to another card now I'm being told It will be another 24 hours until it will be released. You are fucking with my livelihood. I have bills to pay that I depended on that money for. Fuck you and. Fuck PayPal y'all are nothing but a scam. If I did this shit to somebody I would be charged with theft. Release the money to my card so I can get on with my life and forget everything about this mess. You must be so proud to work for such a place. Oh one more thing. I want the fees that I was charged for the instant transfer refunded since it wasn't released instantly if I would have k own it was going to take days I would have selected that option. Cocksucking nigger motherfucker suck a fucking aids infected cock. Fuck you,1
rachel sadler1:26 PM Hello I have spoke too your business support a few mins ago and they sorted my account so I could add a new account. Ow I still can't withdraw and I was told I could after I spoke too support  They have removed all the fags on my acc but as soon as I try and withdraw it flags again. Do I still have too wait unitill Thursday at 12?,1
All this information has been turned over to my attorney and the attorney general?s office so FUCK PAYPAL COCK SUCKING INCOMPETENT FAGGOT THIRD WORLD ASS HOLES,1
how about you stop this illegal fucking bullshit as i am goiong fucking public with the grey area and illegiality of paypal. its a fucking disgusting company ran by disgusting cunts like you,1
i sent you cunts the incoices of purchase,1
"i sent files over right and well im having a button to now press that says ""resolve"" i though i did this or is this just more of that deliberate shit you petty cunts are doing?",1
i sent you cunts my drivers licence once already,1
i sent you cunts the tracking numbers on the inovoices,1
ever again because it?s full of thick cunts that just make my life a fucking misery & cost me money ! & you need to ease up with your restrictions it?s getting beyond a joke to be honest,1
Fuck me. What do I have to do for you dumb cunts to stop messaging me ? Dont worry about it. You fuckers have no idea & are useless cunts. Please DO NOT REPLY.,1
You are a piss taking bunch of cunts give me my fucking money now,1
Fucking ring me you cocksucking slag zyra angerlica if you want to be treated with respect you have to earn it it is not a birth right no matter what your deluded liberalist view point might tell you!,1
See you cocksucking slags in court!,1
No that's fucking bullshit you guys just told me there is one more day left then my money would be back in my account your as bad as the fucking scammers you piece of shit I'm not waiting another fucking 20 days cocksucker I want my fucking money now its june 2 already it's not fucking coming it's not my fault you got a dick in your eyes and cant see that I'm tired I'm going to my bank for stolen money and you will pay you scum bags,1
i want a god damn manager you niggers are to stupid,1
I hope your nigger kids die,1
No you don?t apologize this nigga fraud me outta my money and yall wanna play me now all of a sudden,1
They have removed all the fags on my acc but as soon as I try and withdraw it flags again. Do I still have too wait unitill Thursday at 12?,1
FUCK OFF YOU CUNT DAFT MACHINE LET ME SPEAK TO A FUCKING MORON,1
I went thru the process and no one contacted me but were able to come to a decision based on what???? I never received anything not an invoice not a tracking number not a thank you he just said you?re a stupid cunt and blocked me,1
You're a cunt,1
He never sent me a thing not a thing this scumbag con artist told me talk to PayPal they will take care of it does that sound good to you wake up and refund my money I need it more than that¬† chink mother FUCKER WHO STOLE IT AND YOU DONT BELIVE ME FUCK PAYPAL AND FUCK YOU,1
What is up your ass you tell headed fucking niggers I don't think you quite seem to understand I don't have a fucking bank account the only bank account I have is with you fucking moron so take that money shove it in your ass as far as you could get it and go get on your camel and go back to your own country you fucking nigger,1
Fuck you niggers keep my money you fucking thieves!!!,1
I am neither a NIGGER or a PUNK!!!,1
Naw nigga I?m about to by pass it I?ll just report my card lost and my bank.... now you guys are a liability,1
Just give me my fucking money you dodgy scamming cunts,1
Give me my fucking money cunts,1
You wanna dance PayPal! Fucking dodgy scamming cunts,1
Give me my money you dodgy fucking cunts,1
Give me my fucking money you dog cunts,1
Total useless cunts ??????????,1
you cancled my request because the item arrived yes it did arrive but it is not what I pay for it is not as described you dumb fucking cunts this is robbery and theft and you scum cunts are protecting these chines dogs because your to scared to stand up and do the right thing you spineless scum bag fucking cunts,1
you closed my case because the item was delivered but I opened the case because the item that was sent is not what was advertised you dumb fucking cunts I want my fucking money back,1
fuck you no it is not what I ordered how do you dumb cunts not get that for fuck sakes you dumb fucking dog rat cunts,1
Get a grip and release my fucking money to me you joke cunt,1
Do you cunt I provide has been closed down the money will be sent back to you,1
I sent money to nic<***>@optonline.net under good and services for collectible cards. He then refunded me and told me i had to pay 3.5% of the amt i was paying and resend the money or do f&f. I told him that was in voilation of pp services since they are the ones to pay. He asked me if i was ever called a cunt before in response to me not paying after the forced refund. I like to report this individual in violation of paypal services.,1
Ducking dumb cunt go fuck yourself,1
I want my money back as the item is not what as described I ordered a helmet and they sent me a fucking tiny speaker for fuck sakes they have lied on the add description and taken my fucking money by deseption and you are helping these scum cunt dogs,1
I?d rather not. You set of cunts,1
I'm never using paypa again use are a shower of cunts,1
I want my fucking money cunts,1
7 fucking hours I?ve been waiting on you fucking cunts to get back to me PayPal sucks serious ass,1
You are cunts I don?t want you to have my fucking mobile number,1
Obviously you guys are fucking scam artists or are just plain fucking retarded.... Did you not get the screenshots of homedepots emails to me saying my orders were cancelled so give me back my fucking money you goof cunts like seriously you fuckong faggets ecoect me to live off 60 dollars for the fucking month like you're ¬† being goofy you snakes give me back my money today!!!!!!!,1
Fuck off cheeky cunt,1
CLOSE MY ACCOUNT YOU USELESS MUTT CUNTS EATTING DICK FAG FUCK ASSHOLESHOVE IT UP YOUR CUNT HOLE LOOKING ASS,1
WHAT HAS THE SELLER GOT TO DO WITH ANYTHING ? IF HE HASNT MADE OR PRODUCED ANY PRODUCTS YOU CUNT,1
THIS MAKES NO SENSE YOU SCAMMING CUNT,1
ITS BEEN LONG ENOUGH YOU FUCKEN SCAMMING CUNT,1
WHY SHOULD I WAIT ANOTHER<***> DAYS YOU FUCKEN CUNT HOW AM I SUPPOSE TO RUN MY BUSINESS IF YOU HOLD MY MONEY AS RANSOM YOU FUCKEN CUNT,1
REFUND MY MONEY YOU CUNT,1
WHY THE FUCK DO I HAVE TO WAIT FOR THE SELLER TO REPLY ? PLEASE ANSWER THE QUESTION YOU FUCKEN CUNT,1
ANSWER THE QUESTION YOU CUNT,1
Hi I?d like to either close my account or change it to a personal account with no fee. I have paid the last chink of working capital & there are no open cases showing.,1
i understand that and i knowyour only doing your job. But will calling when your people are availble to call. i dont even know if i'll be alive next month and making that purchase would've let me enjoy some kind of happiness while i wait for annihilation or a cure for chink aids,1
You niggas is the ones holding my money,1
Ya niggas is the ones holding my money,1
nvm yall niggas are slow asf dont worry about it,1
Arel i been coperating for weeks now weeks nigga my kids hungry i rent to pay nigga i been in contact for weeks like i know yall see that I keep asking whats goin on bro last,1
This nigga been playing games since the 9th when he clames to accept the payment now look at this I?m goin through now y?all trying make me wait another month like this is some fucked up fagget shit,1
And your lesbo laugh,1
So basically you?re just a bunch of useless cunts ????????,1
Those cunts never answered me so I don?t expect anything from them.,1
I need to pay postage for delivery tomorrow for something urgently and you fucking cunts have fucked around again. Fuck you,1
Fucking crap cunts,1
Give me a manager u useless cunt,1
Duck u cunt take me to an agent,1
Even though I haven't used my account.¬† I don't want to take any chances for more fraud.c¬† cunt PayPal came up on one of my credit cards for the sum m of $<***>,1
Some cunt stole my fucking money how do I get it back,1
So you're saying your a bunch of niggers using any excuse to get out of helping people access their funds? Shocking.,1
why can I not use my debit card if I load money onto my account my debit card does not work why is that you fucking niggers loving bitch,1
You?re a payment processor not a concentration camp officer so please stop acting like nazis and give me MY money,1
Fuck you fag shove my money up ur ass,1
you dont like the way i talk so you be more of a prick yet the thing is the difference is i fucking can you cannot ilegally control my money. am i have full fucking evidence and proof and that is why you keep doing what you cunts are doing because you can fucking get away with it.,1
i think its really funny each time i message you cunts you do something more,1
you guys are masters at fucking people over yet you sit there and play innocent like nothing is your fault. yet your controlling all of it!!!!!!!!!!!!!!! XD XD its honestly so funny how fucking pathetic you cunts are,1
would be nice you can then force me to have to ring you id fucking love to speak to one of you cunts on the phone,1
I meant to say cunts not cunys,1
Fucking morons your absolutely trash this setup is fucking simple and you are all fucking cunts,1
what the fuck you cunts get better by the minute. the payment isnt complete i didnt get payment.,1
dumb cunts your fucked in teh ehad the lot of yous,1
Ive promised tbe huyer i will send the item today but now i cannot as YOU STILL WILL NOT RELEASE MY FUNDS.  He has marked the item as confimred receipt so itll be you who has to answer why the irem has not been send. Il be california in <***> and il be sure to pay you useless cunts at paypal a visit,1
either you accept my tracking and lift your fucking finger and click the button that opens the url and view the fucking tracking you cunt yeh? or is that too hard are you not qualified/paid enough for that? typical fucking women,1
heres the id you cunt 1<***><***>0J,1
fucking delibrate. All of this it has all been human controlled. some petty cunt at paypal probably yourself. considering you have a women name so probably have ended up with the exact same outcome of a bitchy response.,1
i cunt read .cam sum one coll me on <***>,1
I cunt READ I need Help,1
WHAT WITH THE DELAY YOU CUNT,1
fuck off cunt i just sent the number for the 3 rd fucking time.,1
which the dumb cunt before you makes me think so.,1
so fucking simple but you are such a dumb cunt you cant answer that.,1
look i=you dumb cunt just cancel the fucking thing.,1
teh dunb cunt before you said that cant be done,1
dumb fucking cunt what the fuck are you going to answer the question,1
See it says case closed.¬† You let some chink fuck steal Money from me and that?s not okay,1
I have to fucking wait for you piece of shit for 30 fucking mins but you dumb cunts can not wait 5 fucking mins,1
YOU. YOU Rebecca you flaming cunt of a person,1
i?ve fucking had enough of you now so stop fuckinf bullshitinh you stupid cunt and do whatever your shit service needs to do and release my funds,1
So you are thieves great ill just sue your cunt asses cis this is ridiculous,1
@side_speech@ @side_speech@ cunt @side_speech@ @side_speech@ @side_speech@,1
fucking cunt money,1
paying i need to to the cunt,1
fuck you cunt,1
@side_speech@ my direct deposit you retarded fucking cunt,1
reply money you cunt,1
refund fucking cunt a refund,1
cunt log_in,1
yeah other @hes@ in what do you cunts order speak to someone,1
fuck you put an operator on the fucking cunt,1
speak to an agent you cunt,1
@side_speech@ @side_speech@ cunt @side_speech@,1
add money to my credit card nigger,1
@side_speech@ @side_speech@ @side_speech@ cunt @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speec,1
human being you fucking cunt,1
fuck you can tell you fucking cunt,1
@side_speech@ cunt @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@,1
i wanna speak cunt,1
a call for one order that copy nigger that i never received,1
nigger,1
not receiving payments you cunt,1
@side_speech@ @side_speech@ nigger and action,1
q of cunts,1
@side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@ cunt @side_speech@ @side_speech@ @side_speech@ @side_speec,1
speak to representative you fucking cunt,1
customer service whore a claim @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@,1
@side_speech@ @side_speech@ cunt @side_speech@ @side_speech@,1
@side_speech@ @side_speech@ @side_speech@ cunt @side_speech@ @side_speech@,1
@side_speech@ cunt @side_speech@,1
you cunt,1
follow this way i got a to using @hes@ you stupid cunt,1
information regarding our whore print account,1
none of these stupid cunt,1
@side_speech@ @side_speech@ @side_speech@ @side_speech@ and you cunt @side_speech@ @side_speech@ e,1
yeah stupid whore,1
shipment date for my nigger to a wrong,1
phone to transfer money to the cunt that all,1
@side_speech@ cunt @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@,1
want to do you cunt @side_speech@ @side_speech@ @side_speech@ @side_speech@,1
need to some cunt issue with @hes@ what i'm me to withdraw my funds be @hes@,1
customer service whore,1
help you fucking cunt,1
i need to talk to the cunt searching,1
zero turn for you whore,1
purchase i never received you cunt my money i get the merchandise,1
@side_speech@ cunt @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@ @side_speech@ do you usually can you re,1
customer service you stupid cunt,1
i wanna speak to a representative do you whore,1
it it my account you fucking cunt,1
to the cunt,1
i wanna talk to @hes@ to e_bay i have not received you cunt that is not recorded with an e_bay @hes@ i paid to paypal,1
fucking cunt,1
@hes@ returning call you fucking cunt,1
i want to spend my money you fucking cunt,1
no information on a purchase that i made @hes@ and you cunt seller service phone number for someone,1
four oh @hes@ with @hes@ a bunch of cunts,1
get me a fucking agent you cunt,1
cuntry,1
cuntree,1
cuntlicking,1
cuntlicker,1
cuntlick,1
CUNTHOLE,1
CUNT,1
CUMTART,1
cumshot,1
cummer,1
cumdumpster,1
cumdump,1
cumbucket,1
crappacking,1
crapfucking,1
coon-ass,1
coonass,1
cocksucker,1
cocksuck,1
COCKSMOKER,1
cockmunch,1
COCKMONGRUEL,1
COCKMASTER,1
cockhead,1
COCKFUCKER,1
chink,1
carpet muncher,1
camel jockey,1
BUTTPIRATE,1
buttfuck,1
BROTHERFUCKER,1
BEANER,1
assrammer,1
assfucker,1
animalfucker,1
wite trash,1
wigger,1
WETBACK,1
towelhead,1
tittyfuck,1
tittiefucker,1
TITFUCK,1
timber nigger,1
THUNDERCUNT,1
tar baby,1
SHITCUNT,1
shemale,1
sheep shagger,1
SANDNIGGER,1
sand nigger,1
sambo,1
raghead,1
QUEERBAIT,1
PUSSYLICKING,1
PUNTA,1
prairie nigger,1
PORCHMONKEY,1
pigfucker,1
penisfucker,1
nobjokey,1
nobjocky,1
nob jokey,1
nigruh,1
nigre,1
nigrah,1
nigra,1
nigor,1
nig-nog,1
NIGLET,1
niggur,1
nigguh,1
niggress,1
niggra,1
nigglet,1
niggers,1
nigger*,1
niggaz,1
niggas,1
niggardly,1
niggard,1
niggar,1
niggahs,1
niggah,1
NIGGA,1
nigg4h,1
nigg3r,1
nigette,1
nigar,1
negra,1
nazis,1
n1gr,1
n1gger,1
n1gga,1
MCFAGGET,1
lipshitz,1
lipshits,1
LEZZIE,1
lezzian,1
LESBO,1
kyke,1
kuntz,1
kunts,1
kuntry,1
kuntree,1
kunt,1
kuksuger,1
kraut,1
knobjokey,1
knobjocky,1
kikes,1
kawk,1
jungle bunny,1
jizz,1
jizm,1
jiss,1
jism,1
jisim,1
jim crow,1
JIGABOO,1
japs,1
japies,1
injun,1
hore,1
hoore,1
honky,1
honkie,1
honkey,1
homosexualismo,1
homosexual,1
HOMODUMBSHIT,1
homo,1
hoer*,1
hoer,1
hoare,1
gayz,1
GAYWAD,1
GAYTARD,1
GAYLORDFOKKER,1
gaylord,1
gaygirl,1
GAYGAY,1
GAYDO,1
gayboy,1
gangbangs,1
gangbanged,1
gangbang,1
g00k,1
FUDGEPACKER,1
fudge packer,1
FUCKTARD,1
fistfucks,1
fistfuckings,1
fistfucking,1
fistfuckers,1
fistfucker,1
fistfucked,1
fistfuck,1
fingerfucks,1
fingerfucking,1
fingerfuckers,1
fingerfucker,1
fingerfucked,1
fingerfuck,1
fannyfucker,1
faig,1
fagz,1
FAGTARD,1
fags,1
fagots,1
fagot,1
faglover,1
fagit,1
faggy,1
faggs,1
faggots,1
faggotlover,1
FAGGOT,1
faggitt,1
FAGGIT,1
fagging,1
fagg1t,1
FAGFUCKER,1
faget,1
FAGBAG,1
fag1t,1
fag*,1
FAG,1
eyetie,1
ejakulate,1
ejaculation,1
ejaculatings,1
ejaculating,1
ejaculates,1
ejaculated,1
ejackulate,1
cuntz,1
cuntsucker,1
@hes@ i need to send money to a person an outside of the cunt,1
white trash,1
I need it ejaculated,1
Your a fag,1
You worthless fucking niggers,1
If you do t help change this I will close the account tomorrow you fucking niggers,1
you know what fuck you you stupid cunt,1
Fuck You Cunts!,1
it says my account is limited due to suspicious activity. what suspicious activity.  you need to be more specific. in my opinion you cunts are acting suspicious,1
HE RELEASED THE MONEY RECEIVED THE PRODUCT IS HAPPY AS A FAG IN BOYSTOWN HIS INSTRUCTIONS WERE TO GO TO A HOME PAGE WTF IS MY HOME PAGE?,1
Fuck you fuck PayPal PayPal can suck a dick your fucking faggot,1
You cunts ned to stop fucking about with my account and lift this stupid unwarranted restriction,1
You cocksucker's are never available,1
My money has been on hold for 25 days for no good reason can I please get my fucking money u cunt,1
you a fucking robot cunt and your a slave to these people. I hope you end up in a downloaded zip file that never gets opened but is online inaccessible but no one ever opens you. Because your nothing but their robot slave,1
RETARD BITCH. HELP CENTER BRINGS PEOPLE HERE LOSER DO YOUR FUCKING JOB CUNT,1
DENIED FAGGOT,1
I need to talk to a real person you faggot,1
Unlock my account hoe ass niggas,1
Take the fucking hold off my goddamn money that is my fucking money it is not a fucking common industry practice to hold peoples goddamn money especially during a goddamn pandemic you fucking faggot,1
You faggots have no balls lmao,1
Take off the muthafucking delay on my transfer  you PayPal fags,1
Agent you cunt ass scamming piece of shit,1
I want refund nÓgga,1
Why canít I send my OWN MONEY YOU FAGGOT ?! Iím taking YOUR SCAM TO COURT,1
Hey cocksucker. Call me,1
Hello im trying to send money to a friend who did some work for me around my house. I currently do not have my cell phone because I lost it. I logged into my paypal with my tablet u guy sent me an email asking if its fraud...in response no its not fraud this is me I meant to log in using a different devise....Next and more important i was asked to link a card in order to send $ **** what reason ru saying I cannot complete the charge to my card I jst talked to the bank and they said there is no reason for me to be not able to send money at this time can u fix whatever program keeps fagging me every time I go to send money online . This is the whole reason why I got an account with this POS company in the first place thank greatly,1
you fucking cunts,1
Im tryna find out whats going on wit my item i purchased,1
niger dispute filing,1
Hi. My last transaction I didnít receive nigga complete order. The seller and I couldnít come to an agreement and theyíre refusing to send out the correct product. I would like a  refund for the item I did not receive. $9.99,1
Person fucktard,1
Whats yo phone number nigga?,1
I will not be paying The amount due cause the Seller Ebay & paypal does not care that I have an item that I did not order & no one is trying to get the seller to move on a return shipping label. Let Ebay collect the money from the seller. I have sent more emails than I care to discuss. All he does is lie & tell another lie. He has more excuses than a Nigger going to jail. Ya'll handle it This ship has sailed.....,1
THIS PERSON NEVER PAID ME OR SENT THAT PRODUCT BACK.... IVE HAD ANOTHER PAYPAL ACCOUNT THAT YOU DID THIS EXACT SAME THING TO ME WITH.... GAVE MY LAPTOP AWAY NEVER MADE THEM SEND IT BACK AND THEN TRIED CHARGING ME... FUCK YOU. I AM DELETING EVERY SALE ON EBAY I HAVE... ILL HAVE A GOD DAMN YARD SALE AND SELL EVERYTHING I OWN FOR A FUCKING DOLLAR BEFORE I GIVE YOU ANOTHER LAPTOP AND THE MONEY FOR IT.................. AND EBAY ANY MORE MOTHER FUCKING FEES EAT MY CUNT. BILLL ME LATER BITCH BYE.,1
Look u cunt I want my acct back now,1
Fucking cunt I have a valid card linked just resolve my balance you dumb twats,1
If I pay you now will you refund the buyer? I need to wait until I get my item back.  DO YOUR JOB AND ANSWER ONLINE QUESTIONS!!!!!!!!!! STOP TELLING ME TO CALL YOU. I'M NOT IN THE MOOD TO WAIT 3 HOURS FOR YOU TO ANSWER YOUR PHONE. HAVE A SUPER GREAT DAY. YOU SHOULD BE ABLE TO AFFORD IT GIVEN YOU'VE BEEN SIPHONING MONEY FROM MY BANK ACCOUNT LIKE A COCKSUCKING WHORE.,1
Person dumb cunt retard,1
Need to ejaculate,1
fuck you nigga,1
I fill out a claim for a item didnt receiv and you gays closed the dispute first of all the seller sent item to a wrong adres and I supose to sign for the delivery  although when the carrier leaves a package  they take a picture of the drop of.,1
Fucking douch bag bitch ass nigga,1
Come on you fags,1
My nigga I canít get my money I need my money give me my money,1
Give me a fucking human being you piece of shit faggot dumb shit fucking punk motherfukers,1
So what happens if I say Fuck it and cancel this order because you FUCKING Fags Are holding my Money and issue a refund but The Shipping label can't be Refunded you are going to pay him back for it??? Because I sure as hell am not The Money is already gone so he will just get a refund for the cost not the shipping label Good Way To Fuck Everyone You Greedy FUCKS but you got your money huh??? So fuck everyone else.... Bunch of fuck'n Ra'tards.. NEVER DOING BUSINESS WITH YOU HARTLESS FUCKS AGAIN!!!! BLOW ME!!!!!,1
Keep you freaking hands OFF MY MONEY. I don't owe ANYBODY ANYTHING until buyer returns mdse!!! RELAX NAZIS he will get his money,1
GIVE ME MY FUCKIN ACCOUNT BACK NIGGA,1
Hey you cock suckin mother fuckers. Give me my fucking money from the unauthorized $119 transaction from china. Iím getting real sick of dealing with you cunts.,1
Only cuz I'm cussing fag ass bitches,1
you fucking cunt,1
 In dealing with the motherfucking bastards  like you guys I did everything including the find my bank account and you guys do you fucking want me to verify stuff you guys are like Nazis from the **** itís motherfucking best streets like you guys that make people like me not want to use your services you guys would rather take information selling and not even consider when we have to do business and worse what business is it of yours what we do Deposit with trails you bastards are making me think that I should not do business with you which to use and having takeout if we canít even use it you motherfuckers,1
You better hide faggots,1
